"Tabela 2094 - População residente por cor ou raça e religião"
"Variável - População residente (Pessoas)"
"Município";"Religião";"Ano x Cor ou raça"
"Município";"Religião";"2010"
"Município";"Religião";"Branca";"Preta";"Parda"
"2919702";"Total";"5202";"1494";"10183"
"2919801";"Total";"17652";"3544";"25303"
"2919900";"Total";"1662";"966";"5142"
"2919926";"Total";"1908";"2749";"12473"
"2919959";"Total";"2183";"434";"4421"
"2920007";"Total";"2274";"540";"5845"
"2920106";"Total";"4438";"1584";"13118"
"2920205";"Total";"1493";"1700";"12515"
"2920304";"Total";"3814";"355";"4282"
"2920403";"Total";"4792";"724";"8773"
"2920452";"Total";"1235";"1051";"10181"
"2920502";"Total";"7219";"2409";"14647"
"2920601";"Total";"7137";"9698";"25663"
"2920700";"Total";"2066";"5845";"11039"
"2920809";"Total";"1319";"1307";"7685"
"2920908";"Total";"2448";"2079";"9809"
"2921005";"Total";"4487";"9818";"24968"
"2921054";"Total";"3019";"1461";"6584"
"2921104";"Total";"5611";"1387";"14426"
"2921203";"Total";"5514";"2928";"17921"
"2921302";"Total";"2434";"892";"6931"
"2921401";"Total";"2985";"2645";"10313"
"2921450";"Total";"4070";"296";"6067"
"2921500";"Total";"20133";"2528";"29408"
"2921609";"Total";"2024";"323";"5893"
"2921708";"Total";"7541";"5692";"21331"
"2921807";"Total";"3956";"676";"7787"
"2921906";"Total";"2378";"1149";"6891"
"2922003";"Total";"7765";"6501";"21281"
"2922052";"Total";"2706";"654";"8762"
"2922102";"Total";"4814";"2388";"16971"
"2922201";"Total";"1250";"1582";"4452"
"2922250";"Total";"1646";"1212";"7185"
"2922300";"Total";"3538";"7607";"17321"
"2922409";"Total";"4267";"4950";"12004"
"2922508";"Total";"4014";"6326";"16642"
"2922607";"Total";"1637";"1896";"8872"
"2922656";"Total";"2839";"342";"9073"
"2922706";"Total";"4657";"1857";"10081"
"2922730";"Total";"1818";"595";"5111"
"2922755";"Total";"1129";"1615";"3828"
"2922805";"Total";"1549";"951";"4830"
"2922854";"Total";"1112";"1473";"5268"
"2922904";"Total";"4184";"2534";"17204"
"2923001";"Total";"8571";"6748";"22545"
"2923035";"Total";"4010";"904";"5617"
"2923050";"Total";"5897";"1261";"7846"
"2923100";"Total";"5048";"1884";"17826"
"2923209";"Total";"4845";"1207";"15404"
"2923308";"Total";"595";"3158";"4304"
"2923357";"Total";"3183";"2241";"10432"
"2923407";"Total";"5231";"2917";"11631"
"2923506";"Total";"1185";"1296";"5657"
"2923605";"Total";"7414";"1818";"11630"
"2923704";"Total";"5054";"3660";"20267"
"2923803";"Total";"10522";"1466";"15560"
"2923902";"Total";"1941";"1149";"5381"
"2924009";"Total";"34729";"5830";"65785"
"2924058";"Total";"3586";"1154";"8787"
"2924108";"Total";"385";"2125";"4258"
"2924207";"Total";"2588";"853";"13445"
"2924306";"Total";"5696";"1880";"10229"
"2924405";"Total";"6772";"2355";"22967"
"2924504";"Total";"3606";"907";"10977"
"2924603";"Total";"4838";"2387";"12212"
"2924652";"Total";"1805";"1088";"7378"
"2924678";"Total";"1431";"1709";"6485"
"2924702";"Total";"2761";"557";"9440"
"2924801";"Total";"4925";"2300";"15037"
"2924900";"Total";"2272";"1081";"5297"
"2925006";"Total";"7752";"1363";"15248"
"2925105";"Total";"13177";"3316";"27541"
"2925204";"Total";"4801";"8160";"19662"
"2925253";"Total";"3326";"1010";"11215"
"2925303";"Total";"29048";"16049";"75710"
"2925402";"Total";"2177";"1552";"5997"
"2925501";"Total";"3741";"4173";"17294"
"2925600";"Total";"4456";"961";"8248"
"2925709";"Total";"5026";"459";"8036"
"2925758";"Total";"4593";"3731";"15181"
"2925808";"Total";"6105";"1843";"16391"
"2925907";"Total";"4545";"672";"21833"
"2925931";"Total";"2120";"717";"6695"
"2925956";"Total";"4052";"2574";"16023"
"2926004";"Total";"11649";"4164";"22382"
"2926103";"Total";"3707";"1235";"6973"
"2926202";"Total";"2989";"2086";"16542"
"2926301";"Total";"8402";"4644";"19767"
"2926400";"Total";"12368";"3324";"14744"
"2926509";"Total";"2857";"712";"10589"
"2926608";"Total";"14911";"4110";"27625"
"2926657";"Total";"2121";"730";"5569"
"2926707";"Total";"5966";"2070";"4826"
"2926806";"Total";"6893";"514";"7309"
"2926905";"Total";"5703";"491";"5612"
"2927002";"Total";"9078";"2275";"25696"
"2927101";"Total";"2298";"796";"3646"
"2927200";"Total";"5974";"4224";"19396"
"2927309";"Total";"881";"5133";"7109"
"2927408";"Total";"505739";"733253";"1386842"
"2927507";"Total";"2188";"2775";"13661"
"2927606";"Total";"3835";"599";"10587"
"2927705";"Total";"4690";"2120";"15411"
"2927804";"Total";"1210";"533";"4865"
"2927903";"Total";"2142";"1446";"6738"
"2928000";"Total";"7802";"2876";"22549"
"2928059";"Total";"1766";"2489";"8970"
"2928109";"Total";"12149";"3944";"23854"
"2928208";"Total";"8209";"1331";"15001"
"2928307";"Total";"723";"2367";"5603"
"2928406";"Total";"5868";"1990";"17962"
"2928505";"Total";"1865";"1605";"6071"
"2928604";"Total";"4757";"21649";"30016"
"2928703";"Total";"20366";"21657";"47900"
"2928802";"Total";"6331";"10125";"31066"
"2928901";"Total";"7629";"1884";"18029"
"2928950";"Total";"2063";"714";"6360"
"2929008";"Total";"1500";"4127";"8199"
"2929057";"Total";"4393";"970";"7518"
"2929107";"Total";"3723";"3552";"12625"
"2929206";"Total";"1967";"13144";"17340"
"2929255";"Total";"5034";"1711";"11593"
"2929305";"Total";"2229";"14342";"16434"
"2929354";"Total";"715";"1514";"3402"
"2929370";"Total";"2713";"926";"6487"
"2929404";"Total";"2049";"3601";"4636"
"2929503";"Total";"3774";"13165";"23823"
"2929602";"Total";"2199";"4572";"9670"
"2929701";"Total";"4485";"3535";"10709"
"2929750";"Total";"746";"3775";"6273"
"2929800";"Total";"2038";"1542";"8160"
"2929909";"Total";"10567";"4843";"25910"
"2930006";"Total";"2083";"373";"7827"
"2930105";"Total";"20428";"6007";"46744"
"2930154";"Total";"6746";"3460";"20547"
"2930204";"Total";"7110";"3793";"25663"
"2930303";"Total";"4813";"929";"12201"
"2930402";"Total";"1683";"3092";"10263"
"2930501";"Total";"15991";"13020";"46665"
"2930600";"Total";"3068";"1058";"8156"
"2930709";"Total";"14313";"32499";"68756"
"2930758";"Total";"1973";"1892";"7935"
"2930766";"Total";"3737";"708";"8070"
"2930774";"Total";"5175";"2559";"13991"
"2930808";"Total";"4293";"1111";"10334"
"2930907";"Total";"3411";"690";"7139"
"2931004";"Total";"7787";"795";"11368"
"2931053";"Total";"6094";"967";"8987"
"2931103";"Total";"897";"2614";"4431"
"2931202";"Total";"2063";"4095";"12438"
"2931301";"Total";"2864";"1746";"11777"
"2931350";"Total";"38896";"14650";"82253"
"2931400";"Total";"486";"1519";"5583"
"2931509";"Total";"3883";"5169";"11744"
"2931608";"Total";"1844";"3001";"9657"
"2931707";"Total";"662";"2747";"9105"
"2931806";"Total";"5366";"761";"10814"
"2931905";"Total";"17872";"3537";"30529"
"2932002";"Total";"8088";"1223";"14647"
"2932101";"Total";"4490";"2301";"12881"
"2932200";"Total";"3215";"4387";"12927"
"2932309";"Total";"3063";"3762";"17690"
"2932408";"Total";"4232";"1510";"7752"
"2932457";"Total";"3194";"1010";"12546"
"2932507";"Total";"2429";"2677";"18592"
"2932606";"Total";"4540";"681";"11190"
"2932705";"Total";"3168";"4143";"12184"
"2932804";"Total";"4113";"1440";"12518"
"2932903";"Total";"14533";"18252";"54576"
"2933000";"Total";"7372";"1836";"15144"
"2933059";"Total";"5126";"1325";"7139"
"2933109";"Total";"2900";"468";"5247"
"2933158";"Total";"2924";"1876";"8048"
"2933174";"Total";"1706";"1468";"5889"
"2933208";"Total";"3749";"10041";"23389"
"2933257";"Total";"2048";"486";"4217"
"2933307";"Total";"99194";"31218";"174371"
"2933406";"Total";"1233";"1009";"6679"
"2933455";"Total";"3310";"765";"8213"
"2933505";"Total";"3161";"4336";"14527"
"2933604";"Total";"8204";"6327";"30607"
"3100104";"Total";"4663";"260";"1740"
"3100203";"Total";"12066";"1266";"9167"
"3100302";"Total";"5656";"950";"6562"
"3100401";"Total";"723";"864";"2244"
"3100500";"Total";"1974";"977";"7212"
"3100609";"Total";"3342";"1093";"10657"
"3100708";"Total";"1183";"186";"627"
"3100807";"Total";"2492";"242";"1271"
"3100906";"Total";"5052";"798";"12524"
"3101003";"Total";"3278";"747";"8626"
"3101102";"Total";"9643";"1222";"13790"
"3101201";"Total";"4248";"449";"1415"
"3101300";"Total";"1941";"68";"690"
"3101409";"Total";"2380";"121";"404"
"3101508";"Total";"15850";"6277";"11906"
"3101607";"Total";"49173";"4800";"19232"
"3101631";"Total";"3575";"313";"2160"
"3101706";"Total";"10217";"2947";"25202"
"3101805";"Total";"1980";"662";"4467"
"3101904";"Total";"13682";"744";"3955"
"3102001";"Total";"10447";"241";"2972"
"3102050";"Total";"3123";"187";"1974"
"3102100";"Total";"6467";"821";"4628"
"3102209";"Total";"1847";"160";"2408"
"3102308";"Total";"5098";"1864";"8192"
"3102407";"Total";"281";"203";"3022"
"3102506";"Total";"1929";"1142";"1951"
"3102605";"Total";"29906";"771";"6483"
"3102704";"Total";"2168";"404";"6369"
"3102803";"Total";"7721";"1279";"3086"
"3102852";"Total";"2006";"607";"5277"
"3102902";"Total";"5767";"756";"4572"
"3103009";"Total";"3260";"1477";"4657"
"3103108";"Total";"884";"221";"557"
"3103207";"Total";"590";"157";"1484"
"3103306";"Total";"1002";"182";"850"
"3103405";"Total";"7914";"2780";"25018"
"3103504";"Total";"64857";"6799";"36952"
"3103603";"Total";"2211";"187";"425"
"3103702";"Total";"2110";"1185";"4825"
"3103751";"Total";"2587";"290";"3193"
"3103801";"Total";"2352";"110";"307"
"3103900";"Total";"5337";"306";"2212"
"3104007";"Total";"57095";"7801";"27126"
"3104106";"Total";"6601";"514";"2384"
"3104205";"Total";"22614";"2440";"11224"
"3104304";"Total";"10199";"701";"2766"
"3104403";"Total";"1307";"556";"1005"
"3104452";"Total";"1453";"198";"3013"
"3104502";"Total";"3645";"1291";"12354"
"3104601";"Total";"6817";"1101";"5103"
"3104700";"Total";"2791";"1804";"9768"
"3104809";"Total";"710";"379";"3720"
"3104908";"Total";"13848";"1156";"3250"
"3105004";"Total";"1894";"556";"5366"
"3105103";"Total";"13653";"1500";"7427"
"3105202";"Total";"1367";"405";"3191"
"3105301";"Total";"3497";"253";"1577"
"3105400";"Total";"9052";"3080";"16107"
"3105509";"Total";"2093";"1195";"2343"
"3105608";"Total";"78752";"9367";"37146"
"3105707";"Total";"1820";"1086";"3170"
"3105905";"Total";"9912";"2428";"7100"
"3106002";"Total";"2562";"1956";"5438"
"3106101";"Total";"1429";"910";"1049"
"3106200";"Total";"1101397";"243985";"1000021"
"3106309";"Total";"5566";"3137";"14465"
"3106408";"Total";"4108";"899";"2482"
"3106507";"Total";"2099";"2432";"7714"
"3106606";"Total";"959";"123";"2892"
"3106655";"Total";"1322";"238";"2790"
"3106705";"Total";"126165";"40862";"207284"
"3106804";"Total";"1968";"728";"1079"
"3106903";"Total";"8477";"1586";"3413"
"3107000";"Total";"1218";"145";"1267"
"3107109";"Total";"21679";"3609";"12893"
"3107208";"Total";"3716";"167";"1104"
"3107307";"Total";"11532";"4016";"30829"
"3107406";"Total";"25774";"2407";"17051"
"3107505";"Total";"4625";"336";"1440"
"3107604";"Total";"2755";"52";"1045"
"3107703";"Total";"1597";"695";"3108"
"3107802";"Total";"5039";"913";"9342"
"3107901";"Total";"9129";"105";"1120"
"3108008";"Total";"7336";"1858";"7766"
"3108107";"Total";"4045";"266";"2360"
"3108206";"Total";"1734";"685";"3279"
"3108255";"Total";"1336";"849";"7341"
"3108305";"Total";"13490";"550";"2955"
"3108404";"Total";"10092";"655";"4063"
"3108503";"Total";"1620";"456";"4380"
"3108552";"Total";"3240";"2181";"8586"
"3108602";"Total";"7309";"2639";"21011"
"3108701";"Total";"1860";"379";"2380"
"3108800";"Total";"1606";"329";"2985"
"3108909";"Total";"12080";"381";"2145"
"3109006";"Total";"16751";"2831";"13903"
"3109105";"Total";"9496";"181";"1139"
"3109204";"Total";"2051";"1127";"6987"
"3109253";"Total";"1416";"279";"2268"
"3109303";"Total";"5764";"2039";"14450"
"3109402";"Total";"5215";"3961";"17429"
"3109451";"Total";"1975";"612";"3650"
"3109501";"Total";"9182";"779";"3824"
"3109600";"Total";"1321";"296";"1985"
"3109709";"Total";"9739";"307";"969"
"3109808";"Total";"1006";"260";"1210"
"3109907";"Total";"2854";"997";"6267"
"3110004";"Total";"12998";"3437";"24143"
"3110103";"Total";"2862";"411";"1677"
"3110202";"Total";"1463";"573";"1997"
"3110301";"Total";"10930";"607";"1926"
"3110400";"Total";"2326";"292";"505"
"3110509";"Total";"14242";"625";"6101"
"3110608";"Total";"21238";"794";"4271"
"3110707";"Total";"6417";"1638";"4467"
"3110806";"Total";"617";"422";"2500"
"3110905";"Total";"9695";"1192";"4467"
"3111002";"Total";"16737";"702";"3157"
"3111101";"Total";"11334";"1699";"6180"
"3111150";"Total";"912";"461";"2304"
"3111200";"Total";"30208";"4321";"16386"
"3111309";"Total";"6757";"920";"3694"
"3111408";"Total";"3341";"726";"2780"
"3111507";"Total";"7914";"1091";"5088"
"3111606";"Total";"16051";"2484";"8796"
"3111705";"Total";"1897";"339";"2356"
"3111804";"Total";"5653";"565";"5007"
"3111903";"Total";"3263";"570";"1749"
"3112000";"Total";"9763";"1125";"3662"
"3112059";"Total";"1122";"399";"2644"
"3112109";"Total";"3318";"429";"1422"
"3112208";"Total";"3092";"199";"1431"
"3112307";"Total";"8965";"1436";"24278"
"3112406";"Total";"4948";"362";"1751"
"3112505";"Total";"2073";"892";"5778"
"3112604";"Total";"7378";"988";"6722"
"3112653";"Total";"1708";"275";"2845"
"3112703";"Total";"2576";"1165";"10265"
"3112802";"Total";"6335";"348";"1390"
"3112901";"Total";"3161";"508";"5321"
"3113008";"Total";"3469";"1148";"17686"
"3113107";"Total";"1158";"325";"1759"
"3113206";"Total";"12192";"1333";"9604"
"3113305";"Total";"17085";"2966";"12000"
"3113404";"Total";"36754";"6477";"40911"
"3113503";"Total";"3400";"484";"5147"
"3113602";"Total";"4246";"296";"1727"
"3113701";"Total";"4672";"1828";"13286"
"3113800";"Total";"585";"123";"1501"
"3113909";"Total";"4367";"1276";"6062"
"3114006";"Total";"5904";"1255";"3685"
"3114105";"Total";"8250";"814";"4672"
"3114204";"Total";"12442";"2101";"5384"
"3114303";"Total";"19355";"1862";"8380"
"3114402";"Total";"14677";"582";"5061"
"3114501";"Total";"10666";"922";"5318"
"3114550";"Total";"5522";"433";"3300"
"3114600";"Total";"1846";"688";"1379"
"3114709";"Total";"2787";"107";"442"
"3114808";"Total";"3500";"226";"822"
"3114907";"Total";"1364";"84";"740"
"3115003";"Total";"1816";"99";"938"
"3115102";"Total";"10852";"1115";"5393"
"3115201";"Total";"1683";"351";"1847"
"3115300";"Total";"41497";"9852";"18136"
"3115359";"Total";"1632";"479";"2671"
"3115409";"Total";"954";"509";"1887"
"3115458";"Total";"1096";"865";"4645"
"3115474";"Total";"1314";"580";"3123"
"3115508";"Total";"13046";"1792";"6757"
"3115607";"Total";"526";"117";"546"
"3115706";"Total";"2981";"559";"3206"
"3115805";"Total";"4942";"762";"4338"
"3115904";"Total";"1811";"339";"637"
"3116001";"Total";"2874";"218";"2552"
"3116100";"Total";"1422";"3695";"10021"
"3116159";"Total";"2476";"630";"7470"
"3116209";"Total";"1413";"592";"757"
"3116308";"Total";"3618";"576";"2306"
"3116407";"Total";"2914";"127";"1486"
"3116506";"Total";"1923";"801";"4981"
"3116605";"Total";"16006";"1496";"8105"
"3116704";"Total";"4108";"525";"2393"
"3116803";"Total";"1678";"449";"6888"
"3116902";"Total";"1710";"205";"1027"
"3117009";"Total";"2464";"256";"5541"
"3117108";"Total";"7283";"212";"2300"
"3117207";"Total";"2368";"56";"320"
"3117306";"Total";"12733";"1415";"8478"
"3117405";"Total";"1930";"324";"2189"
"3117504";"Total";"4236";"2332";"11031"
"3117603";"Total";"2502";"313";"2266"
"3117702";"Total";"7019";"1114";"4646"
"3117801";"Total";"9278";"105";"995"
"3117836";"Total";"1471";"1012";"4435"
"3117876";"Total";"1411";"377";"4121"
"3117900";"Total";"8283";"231";"1908"
"3118007";"Total";"17133";"5237";"25473"
"3118106";"Total";"818";"333";"3774"
"3118205";"Total";"4266";"481";"1730"
"3118304";"Total";"56112";"10639";"48956"
"3118403";"Total";"8856";"2040";"11095"
"3118502";"Total";"1463";"59";"195"
"3118601";"Total";"232343";"61816";"298359"
"3118700";"Total";"6016";"838";"2434"
"3118809";"Total";"6437";"1905";"17412"
"3118908";"Total";"2321";"554";"5735"
"3119005";"Total";"1682";"172";"1576"
"3119104";"Total";"5691";"2110";"15834"
"3119203";"Total";"2555";"753";"6905"
"3119302";"Total";"18106";"828";"8466"
"3119401";"Total";"38286";"11162";"53179"
"3119500";"Total";"2966";"864";"5162"
"3119609";"Total";"1389";"494";"1049"
"3119708";"Total";"1647";"621";"1006"
"3119807";"Total";"2081";"192";"1119"
"3119906";"Total";"3351";"35";"333"
"3119955";"Total";"4131";"269";"1360"
"3120003";"Total";"1059";"160";"1883"
"3120102";"Total";"828";"529";"2772"
"3120151";"Total";"1494";"600";"3912"
"3120201";"Total";"7837";"849";"2547"
"3120300";"Total";"846";"259";"4598"
"3120409";"Total";"2421";"478";"2048"
"3120508";"Total";"7625";"885";"1682"
"3120607";"Total";"3309";"179";"1249"
"3120706";"Total";"2697";"327";"906"
"3120805";"Total";"9319";"1701";"3478"
"3120839";"Total";"1494";"323";"2792"
"3120870";"Total";"2005";"412";"4427"
"3120904";"Total";"20263";"5864";"47596"
"3121001";"Total";"1157";"769";"3249"
"3121100";"Total";"5848";"177";"1917"
"3121209";"Total";"4955";"380";"1451"
"3121258";"Total";"2737";"879";"4346"
"3121308";"Total";"2977";"485";"1291"
"3121407";"Total";"5263";"220";"1479"
"3121506";"Total";"2287";"156";"569"
"3121605";"Total";"11502";"5605";"28008"
"3121704";"Total";"1084";"688";"2022"
"3121803";"Total";"2232";"1108";"5346"
"3121902";"Total";"1623";"168";"1502"
"3122009";"Total";"9340";"1085";"8523"
"3122108";"Total";"1743";"338";"2841"
"3122207";"Total";"2211";"638";"3908"
"3122306";"Total";"129089";"17217";"64239"
"3122355";"Total";"1329";"473";"4013"
"3122405";"Total";"3275";"339";"2116"
"3122454";"Total";"2757";"641";"5474"
"3122470";"Total";"1184";"456";"2056"
"3122504";"Total";"2087";"311";"2792"
"3122603";"Total";"930";"532";"3044"
"3122702";"Total";"2289";"797";"2098"
"3122801";"Total";"2605";"73";"312"
"3122900";"Total";"2855";"621";"2429"
"3123007";"Total";"5914";"632";"2702"
"3123106";"Total";"1134";"592";"3384"
"3123205";"Total";"7835";"1019";"4766"
"3123304";"Total";"2392";"287";"1767"
"3123403";"Total";"998";"59";"328"
"3123502";"Total";"1314";"69";"445"
"3123528";"Total";"3105";"450";"3860"
"3123601";"Total";"15000";"1792";"8145"
"3123700";"Total";"3267";"949";"5998"
"3123809";"Total";"1564";"608";"4877"
"3123858";"Total";"2152";"145";"2848"
"3123908";"Total";"8430";"882";"4769"
"3124005";"Total";"9148";"807";"7937"
"3124104";"Total";"15367";"7260";"36755"
"3124203";"Total";"13104";"1985";"7669"
"3124302";"Total";"9657";"1743";"19445"
"3124401";"Total";"3812";"89";"528"
"3124500";"Total";"9031";"157";"1580"
"3124609";"Total";"1205";"608";"657"
"3124708";"Total";"1722";"305";"1484"
"3124807";"Total";"4145";"476";"2765"
"3124906";"Total";"5368";"783";"4103"
"3125002";"Total";"1269";"428";"2006"
"3125101";"Total";"20440";"1051";"6947"
"3125200";"Total";"1675";"99";"568"
"3125309";"Total";"1486";"550";"1331"
"3125408";"Total";"1054";"363";"3709"
"3125507";"Total";"782";"332";"1918"
"3125606";"Total";"1403";"217";"5222"
"3125705";"Total";"3388";"640";"10053"
"3125804";"Total";"882";"248";"1875"
"3125903";"Total";"3258";"1072";"6467"
"3125952";"Total";"4459";"421";"5267"
"3126000";"Total";"3041";"407";"3143"
"3126109";"Total";"42867";"4267";"17652"
"3126208";"Total";"1693";"725";"5565"
"3126307";"Total";"2773";"237";"1073"
"3126406";"Total";"736";"444";"1431"
"3126505";"Total";"1500";"945";"7783"
"3126604";"Total";"1246";"381";"3226"
"3126703";"Total";"6070";"2421";"16031"
"3126752";"Total";"762";"484";"4478"
"3126802";"Total";"815";"592";"4400"
"3126901";"Total";"1834";"1081";"5899"
"3126950";"Total";"749";"114";"2458"
"3127008";"Total";"6889";"1246";"5755"
"3127057";"Total";"1342";"302";"2838"
"3127073";"Total";"1337";"456";"4065"
"3127107";"Total";"34073";"3728";"15128"
"3127206";"Total";"928";"301";"2518"
"3127305";"Total";"2083";"787";"3919"
"3127339";"Total";"2140";"173";"2772"
"3127354";"Total";"528";"127";"2277"
"3127370";"Total";"1048";"107";"1833"
"3127388";"Total";"1573";"478";"1585"
"3127404";"Total";"3682";"113";"408"
"3127503";"Total";"1569";"435";"3914"
"3127602";"Total";"2765";"1167";"7584"
"3127701";"Total";"85906";"24201";"149531"
"3127800";"Total";"3045";"998";"10755"
"3127909";"Total";"917";"89";"349"
"3128006";"Total";"9400";"2435";"19196"
"3128105";"Total";"8986";"900";"3772"
"3128204";"Total";"2609";"1455";"6036"
"3128253";"Total";"858";"258";"3558"
"3128303";"Total";"12364";"897";"5413"
"3128402";"Total";"4095";"1445";"3133"
"3128501";"Total";"2020";"471";"1406"
"3128600";"Total";"2140";"422";"3898"
